cnae_name,cnae_formated_code,cnae_category,cnae_code
Fabricação de artefatos de cimento para uso na construção,2330-3/02,subclass,2330302
Fabricação de artefatos de fibrocimento para uso na construção,2330-3/03,subclass,2330303
Fabricação de casas pré-moldadas de concreto,2330-3/04,subclass,2330304
Preparação de massa de concreto e argamassa para construção,2330-3/05,subclass,2330305
"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",2330-3/99,subclass,2330399
Fabricação de produtos cerâmicos,23.4,group,234
Fabricação de produtos cerâmicos refratários,23.41-9,class,23419
Fabricação de produtos cerâmicos refratários,2341-9/00,subclass,2341900
Fabricação de produtos cerâmicos não refratários para uso estrutural na construção,23.42-7,class,23427
Fabricação de azulejos e pisos,2342-7/01,subclass,2342701
"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",2342-7/02,subclass,2342702
Fabricação de produtos cerâmicos não refratários não especificados anteriormente,23.49-4,class,23494
Fabricação de material sanitário de cerâmica,2349-4/01,subclass,2349401
Fabricação de produtos cerâmicos não refratários não especificados anteriormente,2349-4/99,subclass,2349499
Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos,23.9,group,239
Aparelhamento e outros trabalhos em pedras,23.91-5,class,23915
"Britamento de pedras, exceto associado à extração",2391-5/01,subclass,2391501
"Aparelhamento de pedras para construção, exceto associado à extração",2391-5/02,subclass,2391502
"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",2391-5/03,subclass,2391503
Fabricação de cal e gesso,23.92-3,class,23923
Fabricação de cal e gesso,2392-3/00,subclass,2392300
Fabricação de produtos de minerais não metálicos não especificados anteriormente,23.99-1,class,23991
"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal",2399-1/01,subclass,2399101
Fabricação de abrasivos,2399-1/02,subclass,2399102
Fabricação de outros produtos de minerais não metálicos não especificados anteriormente,2399-1/99,subclass,2399199
METALURGIA,24,division,24
Produção de ferro-gusa e de ferroligas,24.1,group,241
Produção de ferro-gusa,24.11-3,class,24113
Produção de ferro-gusa,2411-3/00,subclass,2411300
Produção de ferroligas,24.12-1,class,24121
Produção de ferroligas,2412-1/00,subclass,2412100
Siderurgia,24.2,group,242
Produção de semiacabados de aço,24.21-1,class,24211
Produção de semiacabados de aço,2421-1/00,subclass,2421100
Produção de laminados planos de aço,24.22-9,class,24229
"Produção de laminados planos de aço ao carbono, revestidos ou não",2422-9/01,subclass,2422901
Produção de laminados planos de aços especiais,2422-9/02,subclass,2422902
Produção de laminados longos de aço,24.23-7,class,24237
Produção de tubos de aço sem costura,2423-7/01,subclass,2423701
"Produção de laminados longos de aço, exceto tubos",2423-7/02,subclass,2423702
"Produção de relaminados, trefilados e perfilados de aço",24.24-5,class,24245
Produção de arames de aço,2424-5/01,subclass,2424501
"Produção de relaminados, trefilados e perfilados de aço, exceto arames",2424-5/02,subclass,2424502
"Produção de tubos de aço, exceto tubos sem costura",24.3,group,243
Produção de tubos de aço com costura,24.31-8,class,24318
Produção de tubos de aço com costura,2431-8/00,subclass,2431800
Produção de outros tubos de ferro e aço,24.39-3,class,24393
Produção de outros tubos de ferro e aço,2439-3/00,subclass,2439300
Metalurgia dos metais não ferrosos,24.4,group,244
Metalurgia do alumínio e suas ligas,24.41-5,class,24415
Produção de alumínio e suas ligas em formas primárias,2441-5/01,subclass,2441501
Produção de laminados de alumínio,2441-5/02,subclass,2441502
Metalurgia dos metais preciosos,24.42-3,class,24423
Metalurgia dos metais preciosos,2442-3/00,subclass,2442300
Metalurgia do cobre,24.43-1,class,24431
Metalurgia do cobre,2443-1/00,subclass,2443100
Metalurgia dos metais não ferrosos e suas ligas não especificados anteriormente,24.49-1,class,24491
Produção de zinco em formas primárias,2449-1/01,subclass,2449101
Produção de laminados de zinco,2449-1/02,subclass,2449102
Fabricação de ânodos para galvanoplastia,2449-1/03,subclass,2449103
Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente,2449-1/99,subclass,2449199
Fundição,24.5,group,245
Fundição de ferro e aço,24.51-2,class,24512
Fundição de ferro e aço,2451-2/00,subclass,2451200
Fundição de metais não ferrosos e suas ligas,24.52-1,class,24521
Fundição de metais não ferrosos e suas ligas,2452-1/00,subclass,2452100
"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS",25,division,25
"Fabricação de estruturas metálicas e obras de caldeiraria
pesada",25.1,group,251
Fabricação de estruturas metálicas,25.11-0,class,25110
Fabricação de estruturas metálicas,2511-0/00,subclass,2511000
Fabricação de esquadrias de metal,25.12-8,class,25128
Fabricação de esquadrias de metal,2512-8/00,subclass,2512800
Fabricação de obras de caldeiraria pesada,25.13-6,class,25136
Fabricação de obras de caldeiraria pesada,2513-6/00,subclass,2513600
"Fabricação de tanques, reservatórios metálicos e caldeiras",25.2,group,252
"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",25.21-7,class,25217
"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",2521-7/00,subclass,2521700
"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",25.22-5,class,25225
"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",2522-5/00,subclass,2522500
"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.3,group,253
Produção de forjados de aço e de metais não ferrosos e suas ligas,25.31-4,class,25314
Produção de forjados de aço,2531-4/01,subclass,2531401
Produção de forjados de metais não ferrosos e suas ligas,2531-4/02,subclass,2531402
Produção de artefatos estampados de metal; metalurgia do pó,25.32-2,class,25322
Produção de artefatos estampados de metal,2532-2/01,subclass,2532201
Metalurgia do pó,2532-2/02,subclass,2532202
"Serviços de usinagem, solda, tratamento e revestimento em metais",25.39-0,class,25390
"Serviços de usinagem, torneiria e solda",2539-0/01,subclass,2539001
Serviços de tratamento e revestimento em metais,2539-0/02,subclass,2539002
"Fabricação de artigos de cutelaria, de serralheria e ferramentas",25.4,group,254
Fabricação de artigos de cutelaria,25.41-1,class,25411
Fabricação de artigos de cutelaria,2541-1/00,subclass,2541100
"Fabricação de artigos de serralheria, exceto esquadrias",25.42-0,class,25420
"Fabricação de artigos de serralheria, exceto esquadrias",2542-0/00,subclass,2542000
Fabricação de ferramentas,25.43-8,class,25438
Fabricação de ferramentas,2543-8/00,subclass,2543800
"Fabricação de equipamento bélico pesado, armas e munições",25.5,group,255
"Fabricação de equipamento bélico pesado, armas de fogo e munições",25.50-1,class,25501
"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",2550-1/01,subclass,2550101
"Fabricação de armas de fogo, outras armas e munições",2550-1/02,subclass,2550102
Fabricação de produtos de metal não especificados anteriormente,25.9,group,259
Fabricação de embalagens metálicas,25.91-8,class,25918
Fabricação de embalagens metálicas,2591-8/00,subclass,2591800
Fabricação de produtos de trefilados de metal,25.92-6,class,25926
Fabricação de produtos de trefilados de metal padronizados,2592-6/01,subclass,2592601
"Fabricação de produtos de trefilados de metal, exceto padronizados",2592-6/02,subclass,2592602
Fabricação de artigos de metal para uso doméstico e pessoal,25.93-4,class,25934
Fabricação de artigos de metal para uso doméstico e pessoal,2593-4/00,subclass,2593400
Fabricação de produtos de metal não especificados anteriormente,25.99-3,class,25993
Serviços de confecção de armações metálicas para a construção,2599-3/01,subclass,2599301
Serviço de corte e dobra de metais,2599-3/02,subclass,2599302
Fabricação de outros produtos de metal não especificados anteriormente,2599-3/99,subclass,2599399
"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26,division,26
Fabricação de componentes eletrônicos,26.1,group,261
Fabricação de componentes eletrônicos,26.10-8,class,26108
Fabricação de componentes eletrônicos,2610-8/00,subclass,2610800
Fabricação de equipamentos de informática e periféricos,26.2,group,262
Fabricação de equipamentos de informática,26.21-3,class,26213
Fabricação de equipamentos de informática,2621-3/00,subclass,2621300
Fabricação de periféricos para equipamentos de informática,26.22-1,class,26221
Fabricação de periféricos para equipamentos de informática,2622-1/00,subclass,2622100
Fabricação de equipamentos de comunicação,26.3,group,263
Fabricação de equipamentos transmissores de comunicação,26.31-1,class,26311
"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",2631-1/00,subclass,2631100
Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,26.32-9,class,26329
"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",2632-9/00,subclass,2632900
"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",26.4,group,264
"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",26.40-0,class,26400
"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",2640-0/00,subclass,2640000
"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",26.5,group,265
"Fabricação de aparelhos e equipamentos de medida, teste e
controle",26.51-5,class,26515
"Fabricação de aparelhos e equipamentos de medida, teste e controle",2651-5/00,subclass,2651500
Fabricação de cronômetros e relógios,26.52-3,class,26523
Fabricação de cronômetros e relógios,2652-3/00,subclass,2652300
Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,26.6,group,266
Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,26.60-4,class,26604
Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,2660-4/00,subclass,2660400
"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",26.7,group,267
"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",26.70-1,class,26701
"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios",2670-1/01,subclass,2670101
"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",2670-1/02,subclass,2670102
"Fabricação de mídias virgens, magnéticas e ópticas",26.8,group,268
"Fabricação de mídias virgens, magnéticas e ópticas",26.80-9,class,26809
"Fabricação de mídias virgens, magnéticas e ópticas",2680-9/00,subclass,2680900
"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27,division,27
"Fabricação de geradores, transformadores e motores elétricos",27.1,group,271
"Fabricação de geradores, transformadores e motores elétricos",27.10-4,class,27104
"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",2710-4/01,subclass,2710401
"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",2710-4/02,subclass,2710402
"Fabricação de motores elétricos, peças e acessórios",2710-4/03,subclass,2710403
"Fabricação de pilhas, baterias e acumuladores elétricos",27.2,group,272
"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",27.21-0,class,27210
"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",2721-0/00,subclass,2721000
Fabricação de baterias e acumuladores para veículos automotores,27.22-8,class,27228
Fabricação de baterias e acumuladores para veículos automotores,2722-8/01,subclass,2722801
Recondicionamento de baterias e acumuladores para veículos automotores,2722-8/02,subclass,2722802
Fabricação de equipamentos para distribuição e controle de energia elétrica,27.3,group,273
Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,27.31-7,class,27317
Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,2731-7/00,subclass,2731700
Fabricação de material elétrico para instalações em circuito de consumo,27.32-5,class,27325
Fabricação de material elétrico para instalações em circuito de consumo,2732-5/00,subclass,2732500
"Fabricação de fios, cabos e condutores elétricos isolados",27.33-3,class,27333
"Fabricação de fios, cabos e condutores elétricos isolados",2733-3/00,subclass,2733300
Fabricação de lâmpadas e outros equipamentos de iluminação,27.4,group,274
Fabricação de lâmpadas e outros equipamentos de iluminação,27.40-6,class,27406
Fabricação de lâmpadas,2740-6/01,subclass,2740601
Fabricação de luminárias e outros equipamentos de iluminação,2740-6/02,subclass,2740602
Fabricação de eletrodomésticos,27.5,group,275
"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico",27.51-1,class,27511
"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",2751-1/00,subclass,2751100
Fabricação de aparelhos eletrodomésticos não especificados anteriormente,27.59-7,class,27597
"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios",2759-7/01,subclass,2759701
"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",2759-7/99,subclass,2759799
Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27.9,group,279
Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27.90-2,class,27902
"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores",2790-2/01,subclass,2790201
Fabricação de equipamentos para sinalização e alarme,2790-2/02,subclass,2790202
Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,2790-2/99,subclass,2790299
FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28,division,28
"Fabricação de motores, bombas, compressores e equipamentos de transmissão",28.1,group,281
"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários",28.11-9,class,28119
"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",2811-9/00,subclass,2811900
"Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas",28.12-7,class,28127
"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",2812-7/00,subclass,2812700
"Fabricação de válvulas, registros e dispositivos semelhantes",28.13-5,class,28135
"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",2813-5/00,subclass,2813500
Fabricação de compressores,28.14-3,class,28143
"Fabricação de compressores para uso industrial, peças e acessórios",2814-3/01,subclass,2814301
"Fabricação de compressores para uso não industrial, peças e acessórios",2814-3/02,subclass,2814302
Fabricação de equipamentos de transmissão para fins industriais,28.15-1,class,28151
Fabricação de rolamentos para fins industriais,2815-1/01,subclass,2815101
"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",2815-1/02,subclass,2815102
Fabricação de máquinas e equipamentos de uso geral,28.2,group,282
Fabricação de aparelhos e equipamentos para instalações térmicas,28.21-6,class,28216
"Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios",2821-6/01,subclass,2821601
"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",2821-6/02,subclass,2821602
"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",28.22-4,class,28224
"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",2822-4/01,subclass,2822401
"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",2822-4/02,subclass,2822402
Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,28.23-2,class,28232
"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",2823-2/00,subclass,2823200
Fabricação de aparelhos e equipamentos de ar condicionado,28.24-1,class,28241
Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial,2824-1/01,subclass,2824101
Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial,2824-1/02,subclass,2824102
Fabricação de máquinas e equipamentos para saneamento básico e ambiental,28.25-9,class,28259
"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",2825-9/00,subclass,2825900
Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,28.29-1,class,28291
"Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios",2829-1/01,subclass,2829101
"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",2829-1/99,subclass,2829199
Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,28.3,group,283
Fabricação de tratores agrícolas,28.31-3,class,28313
"Fabricação de tratores agrícolas, peças e acessórios",2831-3/00,subclass,2831300
Fabricação de equipamentos para irrigação agrícola,28.32-1,class,28321
"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",2832-1/00,subclass,2832100
"Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação",28.33-0,class,28330
"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",2833-0/00,subclass,2833000
Fabricação de máquinas-ferramenta,28.4,group,284
Fabricação de máquinas-ferramenta,28.40-2,class,28402
"Fabricação de máquinas-ferramenta, peças e acessórios",2840-2/00,subclass,2840200
Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,28.5,group,285
Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo,28.51-8,class,28518
"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",2851-8/00,subclass,2851800
"Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",28.52-6,class,28526
"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",2852-6/00,subclass,2852600
"Fabricação de tratores, exceto agrícolas",28.53-4,class,28534
"Fabricação de tratores, peças e acessórios, exceto agrícolas",2853-4/00,subclass,2853400
"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores",28.54-2,class,28542
"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",2854-2/00,subclass,2854200
Fabricação de máquinas e equipamentos de uso industrial específico,28.6,group,286
"Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",28.61-5,class,28615
"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",2861-5/00,subclass,2861500
"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",28.62-3,class,28623
"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",2862-3/00,subclass,2862300
Fabricação de máquinas e equipamentos para a indústria têxtil,28.63-1,class,28631
"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",2863-1/00,subclass,2863100
"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados",28.64-0,class,28640
"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",2864-0/00,subclass,2864000
"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos",28.65-8,class,28658
"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",2865-8/00,subclass,2865800
Fabricação de máquinas e equipamentos para a indústria do plástico,28.66-6,class,28666
"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",2866-6/00,subclass,2866600
Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente,28.69-1,class,28691
"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",2869-1/00,subclass,2869100
"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29,division,29
"Fabricação de automóveis, camionetas e utilitários",29.1,group,291
"Fabricação de automóveis, camionetas e utilitários",29.10-7,class,29107
"Fabricação de automóveis, camionetas e utilitários",2910-7/01,subclass,2910701
"Fabricação de chassis com motor para automóveis, camionetas e utilitários",2910-7/02,subclass,2910702
"Fabricação de motores para automóveis, camionetas e utilitários",2910-7/03,subclass,2910703
Fabricação de caminhões e ônibus,29.2,group,292
Fabricação de caminhões e ônibus,29.20-4,class,29204
Fabricação de caminhões e ônibus,2920-4/01,subclass,2920401
Fabricação de motores para caminhões e ônibus,2920-4/02,subclass,2920402
"Fabricação de cabines, carrocerias e reboques para veículos automotores",29.3,group,293
"Fabricação de cabines, carrocerias e reboques para veículos automotores",29.30-1,class,29301
"Fabricação de cabines, carrocerias e reboques para caminhões",2930-1/01,subclass,2930101
Fabricação de carrocerias para ônibus,2930-1/02,subclass,2930102
"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",2930-1/03,subclass,2930103
Fabricação de peças e acessórios para veículos automotores,29.4,group,294
Fabricação de peças e acessórios para o sistema motor de veículos automotores,29.41-7,class,29417
Fabricação de peças e acessórios para o sistema motor de veículos automotores,2941-7/00,subclass,2941700
Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,29.42-5,class,29425
Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,2942-5/00,subclass,2942500
Fabricação de peças e acessórios para o sistema de freios de veículos automotores,29.43-3,class,29433
Fabricação de peças e acessórios para o sistema de freios de veículos automotores,2943-3/00,subclass,2943300
Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,29.44-1,class,29441
Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,2944-1/00,subclass,2944100
"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",29.45-0,class,29450
"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",2945-0/00,subclass,2945000
Fabricação de peças e acessórios para veículos automotores não especificados anteriormente,29.49-2,class,29492
Fabricação de bancos e estofados para veículos automotores,2949-2/01,subclass,2949201
Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,2949-2/99,subclass,2949299
Recondicionamento e recuperação de motores para veículos automotores,29.5,group,295
Recondicionamento e recuperação de motores para veículos automotores,29.50-6,class,29506
Recondicionamento e recuperação de motores para veículos automotores,2950-6/00,subclass,2950600
"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",30,division,30
Construção de embarcações,30.1,group,301
Construção de embarcações e estruturas flutuantes,30.11-3,class,30113
Construção de embarcações de grande porte,3011-3/01,subclass,3011301
"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",3011-3/02,subclass,3011302
Construção de embarcações para esporte e lazer,30.12-1,class,30121
Construção de embarcações para esporte e lazer,3012-1/00,subclass,3012100
Fabricação de veículos ferroviários,30.3,group,303
"Fabricação de locomotivas, vagões e outros materiais rodantes",30.31-8,class,30318
"Fabricação de locomotivas, vagões e outros materiais rodantes",3031-8/00,subclass,3031800
Fabricação de peças e acessórios para veículos ferroviários,30.32-6,class,30326
Fabricação de peças e acessórios para veículos ferroviários,3032-6/00,subclass,3032600
Fabricação de aeronaves,30.4,group,304
Fabricação de aeronaves,30.41-5,class,30415
Fabricação de aeronaves,3041-5/00,subclass,3041500
"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",30.42-3,class,30423
"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",3042-3/00,subclass,3042300
Fabricação de veículos militares de combate,30.5,group,305
Fabricação de veículos militares de combate,30.50-4,class,30504
Fabricação de veículos militares de combate,3050-4/00,subclass,3050400
Fabricação de equipamentos de transporte não especificados anteriormente,30.9,group,309
Fabricação de motocicletas,30.91-1,class,30911
Fabricação de motocicletas,3091-1/01,subclass,3091101
Fabricação de peças e acessórios para motocicletas,3091-1/02,subclass,3091102
Fabricação de bicicletas e triciclos não motorizados,30.92-0,class,30920
"Fabricação de bicicletas e triciclos não motorizados, peças e acessórios",3092-0/00,subclass,3092000
Fabricação de equipamentos de transporte não especificados anteriormente,30.99-7,class,30997
Fabricação de equipamentos de transporte não especificados anteriormente,3099-7/00,subclass,3099700
FABRICAÇÃO DE MÓVEIS,31,division,31
Fabricação de móveis,31.0,group,310
Fabricação de móveis com predominância de madeira,31.01-2,class,31012
Fabricação de móveis com predominância de madeira,3101-2/00,subclass,3101200
Fabricação de móveis com predominância de metal,31.02-1,class,31021
Fabricação de móveis com predominância de metal,3102-1/00,subclass,3102100
"Fabricação de móveis de outros materiais, exceto madeira e metal",31.03-9,class,31039
"Fabricação de móveis de outros materiais, exceto madeira e metal",3103-9/00,subclass,3103900
Fabricação de colchões,31.04-7,class,31047
Fabricação de colchões,3104-7/00,subclass,3104700
FABRICAÇÃO DE PRODUTOS DIVERSOS,32,division,32
"Fabricação de artigos de joalheria, bijuteria e semelhantes",32.1,group,321
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria,32.11-6,class,32116
Lapidação de gemas,3211-6/01,subclass,3211601
Fabricação de artefatos de joalheria e ourivesaria,3211-6/02,subclass,3211602
Cunhagem de moedas e medalhas,3211-6/03,subclass,3211603
Fabricação de bijuterias e artefatos semelhantes,32.12-4,class,32124
Fabricação de bijuterias e artefatos semelhantes,3212-4/00,subclass,3212400
Fabricação de instrumentos musicais,32.2,group,322
Fabricação de instrumentos musicais,32.20-5,class,32205
"Fabricação de instrumentos musicais, peças e acessórios",3220-5/00,subclass,3220500
Fabricação de artefatos para pesca e esporte,32.3,group,323
Fabricação de artefatos para pesca e esporte,32.30-2,class,32302
Fabricação de artefatos para pesca e esporte,3230-2/00,subclass,3230200
Fabricação de brinquedos e jogos recreativos,32.4,group,324
Fabricação de brinquedos e jogos recreativos,32.40-0,class,32400
Fabricação de jogos eletrônicos,3240-0/01,subclass,3240001
"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",3240-0/02,subclass,3240002
"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",3240-0/03,subclass,3240003
Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,3240-0/99,subclass,3240099
Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,32.5,group,325
Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,32.50-7,class,32507
"Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",3250-7/01,subclass,3250701
"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",3250-7/02,subclass,3250702
Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,3250-7/03,subclass,3250703
"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",3250-7/04,subclass,3250704
Fabricação de materiais para medicina e odontologia,3250-7/05,subclass,3250705
Serviços de prótese dentária,3250-7/06,subclass,3250706
Fabricação de artigos ópticos,3250-7/07,subclass,3250707
Serviço de laboratório óptico,3250-7/09,subclass,3250709
Fabricação de produtos diversos,32.9,group,329
"Fabricação de escovas, pincéis e vassouras",32.91-4,class,32914
"Fabricação de escovas, pincéis e vassouras",3291-4/00,subclass,3291400
Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional,32.92-2,class,32922
Fabricação de roupas de proteção e segurança e resistentes a fogo,3292-2/01,subclass,3292201
Fabricação de equipamentos e acessórios para segurança pessoal e profissional,3292-2/02,subclass,3292202
Fabricação de produtos diversos não especificados anteriormente,32.99-0,class,32990
Fabricação de guarda-chuvas e similares,3299-0/01,subclass,3299001
"Fabricação de canetas, lápis e outros artigos para escritório",3299-0/02,subclass,3299002
"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",3299-0/03,subclass,3299003
Fabricação de painéis e letreiros luminosos,3299-0/04,subclass,3299004
Fabricação de aviamentos para costura,3299-0/05,subclass,3299005
"Fabricação de velas, inclusive decorativas",3299-0/06,subclass,3299006
Fabricação de produtos diversos não especificados anteriormente,3299-0/99,subclass,3299099
"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",33,division,33
Manutenção e reparação de máquinas e equipamentos,33.1,group,331
"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",33.11-2,class,33112
"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",3311-2/00,subclass,3311200
Manutenção e reparação de equipamentos eletrônicos e ópticos,33.12-1,class,33121
"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",3312-1/02,subclass,3312102
Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,3312-1/03,subclass,3312103
